university,discipline,seminar_name,seminar_link
"University of California, Los Angeles",Mathematics,Participating Analysis Seminar,https://secure.math.ucla.edu/seminars/show_quarter.php?t=1704182400&type=Participating%20Analysis&id=&tba=
"University of California, Los Angeles",Mathematics,Participating Funct. Analysis Seminar,https://secure.math.ucla.edu/seminars/show_quarter.php?t=1704182400&type=Participating%20Funct.%20Analysis&id=&tba=
"University of California, Los Angeles",Mathematics,Participating Number Theory Seminar,https://secure.math.ucla.edu/seminars/show_quarter.php?t=1704182400&type=Participating%20Number%20Theory&id=&tba=
"University of California, Los Angeles",Mathematics,Participating Probability Seminar,https://secure.math.ucla.edu/seminars/show_quarter.php?t=1704182400&type=Participating%20Probability&id=&tba=
"University of California, Los Angeles",Mathematics,Probability Seminar,https://secure.math.ucla.edu/seminars/show_quarter.php?t=1704182400&type=Probability&id=&tba=
"University of California, Los Angeles",Mathematics,Topology Seminar,https://secure.math.ucla.edu/seminars/show_quarter.php?t=1704182400&type=Topology&id=&tba=
"University of California, San Diego",Mathematics,Colloquium,https://mathweb.ucsd.edu/~ibejenar/colloquia/
"University of California, San Diego",Mathematics,Algebra Seminars,https://mathweb.ucsd.edu/~asalehig/AlgebraSeminar-23.html
"University of California, San Diego",Mathematics,Algebraic Geometry Seminars,https://sites.google.com/ucsd.edu/shsaha/ucsd-ag-seminar/fall-2023?authuser=0
"University of California, San Diego",Mathematics,Analysis Seminars,https://mathweb.ucsd.edu/~zlatos/Analysis/
"University of California, San Diego",Mathematics,Combinatorics Seminars,https://math.ucsd.edu/~combosem/combinatorics-seminar.html
"University of California, San Diego",Mathematics,Computational and Applied Math Seminars,https://ccom.ucsd.edu/events/ccom.php
"University of California, San Diego",Mathematics,Functional Analysis Seminars,https://mathweb.ucsd.edu/~pganesan/functional-analysis-seminar.html
"University of California, San Diego",Mathematics,Geometry Seminars,https://math.ucsd.edu/~lni/geo-fall.html
"University of California, San Diego",Mathematics,Group Actions Seminars,https://mathweb.ucsd.edu/~bseward/group_actions/previous.html
"University of California, San Diego",Mathematics,Seminars on Mathematics for Complex Biological Systems,https://math.ucsd.edu/~bli/research/mathbiosci/MBBseminar/
"University of California, San Diego",Mathematics,Number Theory Seminars,https://math.ucsd.edu/~nts/
"University of California, San Diego",Mathematics,Probability Seminars,https://marcocarfagnini.wordpress.com/probability-seminar/
"University of California, San Diego",Mathematics,Topology Seminars,https://sites.google.com/view/xuzhouli/ucsd-topology-seminar
"University of California, Santa Barbara",Mathematics,Applied Mathematics/PDE/DS Seminars,https://sites.google.com/site/ucsbpdeappliedmathseminar/
"University of California, Santa Barbara",Mathematics,Differential Geometry Seminar,https://web.math.ucsb.edu/~wtian/ucsb-dg-seminar.html
"University of California, Santa Barbara",Mathematics,"Geometry, Topology and Physics Seminar",http://web.math.ucsb.edu/~drm/GTPseminar/
"University of California, Santa Barbara",Mathematics,Mathematics Colloquium,http://www.math.ucsb.edu/~dai/colloquia2013.html
"University of California, Santa Barbara",Mathematics,Seminar on Geometry and Arithmetic,https://sites.google.com/view/seminarongeometryandarithmetic/
"University of California, Santa Cruz",Mathematics,Mathematics Colloquium,https://docs.google.com/document/d/1ZexTtwB-oNRHBUgXUwiL4R8TA0FPvzkEnLtdrfHA3PY/edit#bookmark=kix.1vjzblmhs9j1
"University of California, Santa Cruz",Mathematics,Algebra & Number Theory Seminar,https://docs.google.com/document/d/1dadplc-8lQ9F1zvX-3QqI2DVB90ipk0X310_4-ZeDhg/edit#heading=h.xzbj9wjry08l
"University of California, Santa Cruz",Mathematics,Geometry & Analysis Seminar,https://docs.google.com/document/d/1WcQMv71PXkoJd-2Sx6N8-ls_Bw2oCuZNHZP3yX5TvXo/edit#heading=h.bs99ml40qrn8
University of Central Florida,Mathematics,Colloquium,https://sciences.ucf.edu/math/research/colloquium-spring-2021/
University of Central Florida,Mathematics,Mathematical Biology Seminar,https://sciences.ucf.edu/math/mathbio/mathematical-biology-seminar/
University of Central Florida,Mathematics,Mathematics and Applications Seminar,https://sciences.ucf.edu/math/ucf_section/mathematics-and-applications-seminar/
University of Central Florida,Mathematics,Numerical Analysis Seminar,https://sciences.ucf.edu/math/borges/numerical-analysis-seminar/
University of Chicago,Mathematics,Colloquia,https://mathematics.uchicago.edu/events/department-colloquia/
University of Chicago,Mathematics,Algebraic Topology Seminar,http://math.uchicago.edu/~algtop/
University of Chicago,Mathematics,Combinatorics and Theoretical Computer Science Seminar,http://theory.cs.uchicago.edu/
University of Chicago,Mathematics,Computations in Science Seminars,https://compinsci.psd.uchicago.edu/
University of Chicago,Mathematics,Dynamics Seminar,http://math.uchicago.edu/~dynamics/
University of Chicago,Mathematics,Geometric Analysis Seminar,http://math.uchicago.edu/~geometric_analysis/
University of Chicago,Mathematics,Geometry/Topology Seminar,http://math.uchicago.edu/seminars/geometry_topology.html
University of Chicago,Mathematics,No Boundaries Seminar,https://sites.google.com/uchicago.edu/noboundaries/home
University of Chicago,Mathematics,Pedagogy Seminar,https://math.uchicago.edu/~pedagogyseminar
University of Chicago,Mathematics,Probability and Statistical Physics Seminar,http://math.uchicago.edu/~probstatphys
University of Chicago,Mathematics,Random Geometry and Statistical Physics Seminar,https://sites.google.com/view/rgsp-seminar/home
University of Chicago,Mathematics,Computational and Applied Mathematics Colloquium,https://cam.uchicago.edu/events/cam-colloquium
University of Chicago,Mathematics,Zygmund-Calderon Lectures in Analysis,https://mathematics.uchicago.edu/events/lecture-series/zygmund-calderon-lectures-in-analysis/
University of Chicago,Mathematics,Unni Namboodiri Lectures in Geometry and Topology,https://mathematics.uchicago.edu/events/lecture-series/unni-namboodiri-lectures-in-geometry-and-topology/
University of Chicago,Mathematics,Patrick Billingsley Lectures in Probability,https://stat.uchicago.edu/events/billingsley-lectures-on-probability/
University of Chicago,Mathematics,Zhentog Chern-Weil Symposium in Mathematics,https://mathematics.uchicago.edu/events/lecture-series/chern-weil-symposium/
University of Cincinnati,Mathematics,Colloquia,https://www.artsci.uc.edu/departments/math/news-events/colloquium.html
University of Cincinnati,Mathematics,Taft Lectures,https://www.artsci.uc.edu/departments/math/news-events/taft-lectures.html
University of Colorado Boulder,Mathematics,Mathematical Physics Seminar,https://math.colorado.edu/seminars/
University of Colorado Boulder,Mathematics,Algebraic Geometry Seminar,https://math.colorado.edu/seminars/
University of Colorado Boulder,Mathematics,Topology Seminar,https://math.colorado.edu/seminars/
University of Colorado Boulder,Mathematics,Probability Seminar,https://math.colorado.edu/seminars/
University of Colorado Boulder,Mathematics,Representation Theory Seminar,https://math.colorado.edu/seminars/
University of Colorado Boulder,Mathematics,Functional Analysis Seminar,https://math.colorado.edu/seminars/
University of Colorado Boulder,Mathematics,Lie Theory Seminar,https://math.colorado.edu/seminars/
University of Colorado Boulder,Mathematics,Mathematics Education Seminar,https://math.colorado.edu/seminars/
University of Colorado Boulder,Mathematics,Noncommutative Geometry Seminar,https://math.colorado.edu/seminars/
University of Colorado Boulder,Mathematics,Algebra/Logic Seminar,https://math.colorado.edu/seminars/
University of Colorado Boulder,Mathematics,Geometry Analysis Seminar,https://math.colorado.edu/seminars/
University of Colorado Boulder,Mathematics,Kempner Colloquium,https://math.colorado.edu/seminars/
University of Colorado Denver,Mathematics,Colloquium,https://www.brownbearsw.com/hosted/UCDenver?CalendarName=Math&Op=ShowIt&Amount=Month&NavType=Absolute&Type=Block&Date=2023%2F9%2F1
University of Colorado Denver,Mathematics,Seminar,https://www.brownbearsw.com/hosted/UCDenver?CalendarName=Math&Op=ShowIt&Amount=Month&NavType=Absolute&Type=Block&Date=2023%2F9%2F1
University of Connecticut,Mathematics,Actuarial Science Seminar,https://math.uconn.edu/calendar-2/
University of Connecticut,Mathematics,Algebra Seminar,https://math.uconn.edu/calendar-2/
University of Connecticut,Mathematics,Analysis and Probability Seminar,https://math.uconn.edu/calendar-2/
University of Connecticut,Mathematics,Geometric and Functional Inequalities and Applications,https://math.uconn.edu/calendar-2/
University of Connecticut,Mathematics,Math Club Talks,https://math.uconn.edu/calendar-2/
University of Connecticut,Mathematics,Mathematics Colloquium,https://math.uconn.edu/calendar-2/
University of Connecticut,Mathematics,PDE and Differential Geometry Seminar,https://math.uconn.edu/calendar-2/
University of Connecticut,Mathematics,S.I.G.M.A. Seminar,https://math.uconn.edu/calendar-2/
University of Connecticut,Mathematics,UConn Logic Colloquium,https://math.uconn.edu/calendar-2/
University of Delaware,Mathematics,Analysis Seminar,https://www.mathsci.udel.edu/events/seminars-and-colloquia/analysis
University of Delaware,Mathematics,Applied Mathematics and Mathematical Medicine and Biology Seminar,https://www.mathsci.udel.edu/events/seminars-and-colloquia/applied-mathematics#7e3d05d2-151d-47d9-a8ce-adfeda13d3c6=%7B%22k%22%3A%22%22%2C%22l%22%3A1033%7D#9522cdaa-4bf1-4c39-9967-6ffa671ac14a=%7B%22k%22%3A%22%22%2C%22l%22%3A1033%7D
University of Delaware,Mathematics,Departmental Colloquia,https://www.mathsci.udel.edu/events/seminars-and-colloquia/departmental-colloquia
University of Delaware,Mathematics,Discrete Mathematics/Algebra Seminar,https://www.mathsci.udel.edu/events/seminars-and-colloquia/discrete-mathematics
University of Delaware,Mathematics,Mathematics Education Seminar,https://www.mathsci.udel.edu/events/seminars-and-colloquia/mathematics-education-seminar
University of Delaware,Mathematics,Mathematics of Quantum Science Seminar,https://www.mathsci.udel.edu/events/seminars-and-colloquia/mathematics-of-quantum-science
University of Delaware,Mathematics,Numerical Analysis and PDE Seminar,https://www.mathsci.udel.edu/events/seminars-and-colloquia/numerical-analysis-and-pde
University of Delaware,Mathematics,Probability and Stochastic Processes Seminar,https://www.mathsci.udel.edu/events/seminars-and-colloquia/probability
University of Delaware,Mathematics,Teaching Seminar,https://www.mathsci.udel.edu/events/seminars-and-colloquia/teaching-seminar
University of Denver,Mathematics,Analysis and Dynamics Seminars,https://science.du.edu/math/colloquia-and-seminars
University of Denver,Mathematics,Colloquia,https://science.du.edu/math/colloquia-and-seminars
University of Denver,Mathematics,Algebra & Logic Seminars,https://science.du.edu/math/colloquia-and-seminars
University of Florida,Mathematics,Department Colloquia,https://people.clas.ufl.edu/boyland/colloquium-fall-2023/
University of Florida,Mathematics,Algebra Seminar,https://people.clas.ufl.edu/jeremybooher/seminar/
University of Florida,Mathematics,Analysis and Probability Seminar,https://people.clas.ufl.edu/g-roman/analysis-and-probability-seminar/
University of Florida,Mathematics,Applied and Numerical Analysis,https://na.math.ufl.edu/naseminar/
University of Florida,Mathematics,Biomathematics Seminar,https://biomath.math.ufl.edu/events/month/2023-08/
University of Georgia,Mathematics,Algebra,https://calendar.google.com/calendar/u/0/embed?src=ss4ps8h03v62f1vhuf40c2j87o@group.calendar.google.com&ctz=America/New_York
University of Georgia,Mathematics,Algebraic Geometry Seminar,https://calendar.google.com/calendar/u/0/embed?src=ors2ouov5f37goqr6rai32bos0@group.calendar.google.com&ctz=America/New_York
University of Georgia,Mathematics,Analysis,https://calendar.google.com/calendar/u/0/embed?src=ugaanalysis@gmail.com&ctz=America/New_York
University of Georgia,Mathematics,Applied Math,https://calendar.google.com/calendar/u/0/embed?src=hsfopotkfln0n0fn6brslot3o8@group.calendar.google.com&ctz=America/New_York
University of Georgia,Mathematics,Geometry,https://calendar.google.com/calendar/u/0/embed?src=t86v1ggjej5btmqp2b9mu203ek@group.calendar.google.com&ctz=America/New_York
University of Georgia,Mathematics,Functional Analysis,https://calendar.google.com/calendar/u/0/embed?src=o5arcdclo6n7engp6r8q316si8@group.calendar.google.com&ctz=America/New_York
University of Georgia,Mathematics,MALT Seminar,https://calendar.google.com/calendar/u/0/embed?src=e4o8pm3vtl01ivv029577d5m8g@group.calendar.google.com&ctz=America/New_York
