database_name,database_university,database_race,database_gender,database_title,database_discipline,database_research,matched,num_matches,speaker_name,speaker_university,speaker_race_identified,seminar_university,seminar_discipline,seminar_condition,seminar_date,semester
Carmen Carmona Benitez,Pennsylvania State University,Hispanic,Woman,Assistant Professor,Physics,"particle astrophysics, experiment, particle physics",No,0,,,,,,,,
Ismaila Dabo,Pennsylvania State University,Black,Man,Associate Professor,Physics,"energy conversion and storage, computational materials science",No,0,,,,,,,,
Moussa Ngom,Rensselaer Polytechnic Institute,Black,Man,Assistant Professor,Physics,"ultrafast lasers, optical communications",No,0,,,,,,,,
Trevor Rhone,Rensselaer Polytechnic Institute,Black,Man,Assistant Professor,Physics,machine learning tools for materials discovery and knowledge discovery,No,0,,,,,,,,
Monika Schleier-Smith,Stanford University,Black,Woman,Associate Professor,Physics,"atomic physics, quantum optics",No,0,,,,,,,,
Jesus Perezrios,Stony Brook University,Hispanic,Man,Assistant Professor,Physics,atomicmolecular and optical physics,No,0,,,,,,,,
Maria Gonzalez-Garcia,Stony Brook University,Hispanic,Woman,Professor,Physics,particle physics,No,0,,,,,,,,
Herbert Fotso,University at Buffalo,Black,Man,Associate Professor,Physics,theoretical/computational condensed matter physics,No,0,,,,,,,,
Paulo Araujo,University of Alabama,Hispanic,Man,Associate Professor,Physics,"raman spectroscopy, photoluminescence spectroscopy",No,0,,,,,,,,
Clayton E. Simien,University of Alabama at Birmingham,Black,Man,Associate Professor,Physics,"atomic, molecular, and optical physics",No,0,,,,,,,,
Massimillano Bonamente,University of Alabama in Huntsville,Hispanic,Man,Professor,Physics,"astrophysics, cosmology",No,0,,,,,,,,
Eduardo Rozo,University of Arizona,Hispanic,Man,Associate Professor,Physics,astrophysics and cosmology,No,0,,,,,,,,
Salvador Barraza-Lopez,University of Arkansas,Hispanic,Man,Associate Professor,Physics,theory of 2d materials,Yes,1,,,,,,,,
Salvador Barraza-Lopez,University of Arkansas,Hispanic,Man,Associate Professor,Physics,theory of 2d materials,Match Detail,,Salvador Barraza-Lopez,University of Arkansas,latino,Ohio State University,Physics,treatment,11/4/2024,Fall
Raul Briceno,"University of California, Berkeley",Hispanic,Man,Assistant Professor,Physics,emergence of low-energy nuclear physics,Yes,2,,,,,,,,
Raul Briceno,"University of California, Berkeley",Hispanic,Man,Assistant Professor,Physics,emergence of low-energy nuclear physics,Match Detail,,Raul Briceno,"University of California, Berkeley",latino,Florida International University,Physics,treatment,9/13/2024,Fall
Raul Briceno,"University of California, Berkeley",Hispanic,Man,Assistant Professor,Physics,emergence of low-energy nuclear physics,Match Detail,,Raul Briceno,"University of California, Berkeley",latino,University of Washington,Physics,treatment,11/6/2024,Fall
Carlos Bustamante,"University of California, Berkeley",Hispanic,Man,Professor,Physics,mechanochemistry,Yes,1,,,,,,,,
Carlos Bustamante,"University of California, Berkeley",Hispanic,Man,Professor,Physics,mechanochemistry,Match Detail,,Daniel Bustamante,Boston University,,Boston University,Physics,control,11/4/2024 0:00,Fall
Hernan Garcia,"University of California, Berkeley",Hispanic,Man,Associate Professor,Physics,"physical biology, biophysics",Yes,8,,,,,,,,
Hernan Garcia,"University of California, Berkeley",Hispanic,Man,Associate Professor,Physics,"physical biology, biophysics",Match Detail,,Cristhian Garcia-Quintero,Harvard University,latino,Boston University,Physics,control,4/17/2025,Fall
Hernan Garcia,"University of California, Berkeley",Hispanic,Man,Associate Professor,Physics,"physical biology, biophysics",Match Detail,,Ana Asenjo-Garcia,Columbia University,latino,Columbia University,Physics,treatment,11/18/2024 0:00,Fall
Hernan Garcia,"University of California, Berkeley",Hispanic,Man,Associate Professor,Physics,"physical biology, biophysics",Match Detail,,Ronald Fernando Garcia Ruiz,Massachusetts Institute of Technology,latino,Florida State University,Physics,control,11/22/2024 0:00,Fall
Hernan Garcia,"University of California, Berkeley",Hispanic,Man,Associate Professor,Physics,"physical biology, biophysics",Match Detail,,Ronald Fernando Garcia,Massachusetts Institute of Technology,latino,Florida State University,Physics,control,11/21/2024 0:00,Fall
Hernan Garcia,"University of California, Berkeley",Hispanic,Man,Associate Professor,Physics,"physical biology, biophysics",Match Detail,,Ronald Garcia Ruiz,Massachusetts Institute of Technology,latino,University of Connecticut,Physics,treatment,2025-03-07,Spring
Hernan Garcia,"University of California, Berkeley",Hispanic,Man,Associate Professor,Physics,"physical biology, biophysics",Match Detail,,Ronald Garcia Ruiz,Massachusetts Institute of Technology,latino,University of Florida,Physics,control,4/24/2025,Fall
Hernan Garcia,"University of California, Berkeley",Hispanic,Man,Associate Professor,Physics,"physical biology, biophysics",Match Detail,,Ronald Fernando Garcia Ruiz,Massachusetts Institute of Technology,latino,University of Tennessee,Physics,control,3/10/2025,Fall
Hernan Garcia,"University of California, Berkeley",Hispanic,Man,Associate Professor,Physics,"physical biology, biophysics",Match Detail,,Ana Asenjo-Garcia,Columbia University,latino,Yale University,Physics,treatment,2/10/2025,Spring
Manuel Calderon De La Barca Sanchez,"University of California, Davis",Hispanic,Man,Professor,Physics,nuclear,Yes,6,,,,,,,,
Manuel Calderon De La Barca Sanchez,"University of California, Davis",Hispanic,Man,Professor,Physics,nuclear,Match Detail,,Mayly Sanchez,Florida State University,white,"University of California, Berkeley",Physics,control,11/18/2024 0:00,Fall
Manuel Calderon De La Barca Sanchez,"University of California, Davis",Hispanic,Man,Professor,Physics,nuclear,Match Detail,,Fancisoc Muller Sanchez,University of Memphis,latino,University of Memphis,Physics,treatment,9/13/2024 0:00,Fall
Manuel Calderon De La Barca Sanchez,"University of California, Davis",Hispanic,Man,Professor,Physics,nuclear,Match Detail,,Javier Sanchez-Yamagishi,"University of California, Irvine",latino,University of Utah,Physics,control,2/25/2025,Fall
Manuel Calderon De La Barca Sanchez,"University of California, Davis",Hispanic,Man,Professor,Physics,nuclear,Match Detail,,Shua Sanchez,Massachusetts Institute of Technology,latino,University of Wisconsin-Madison,Physics,control,2024-11-21 00:00:00,Spring
Manuel Calderon De La Barca Sanchez,"University of California, Davis",Hispanic,Man,Professor,Physics,nuclear,Match Detail,,Joshua Sanchez,Massachusetts Institute of Technology,latino,University of Wisconsin-Milwaukee,Physics,control,11/22/2024 0:00,Fall
Manuel Calderon De La Barca Sanchez,"University of California, Davis",Hispanic,Man,Professor,Physics,nuclear,Match Detail,,Laurent Sanchez-Palencia,École Polytechnique,latino,Yale University,Physics,treatment,2/19/2025,Spring
Aomawa Shields,"University of California, Irvine",Black,Woman,Associate Professor,Physics,astrophysics,Yes,1,,,,,,,,
Aomawa Shields,"University of California, Irvine",Black,Woman,Associate Professor,Physics,astrophysics,Match Detail,,Joseph C. Shields,University of Arizona,white,Arizona State University,Physics,treatment,11/15/2024,Fall
Juan Pedro Ochoa-Ricoux,"University of California, Irvine",Hispanic,Woman,Professor,Physics,particle physics,No,0,,,,,,,,
Miguel Arratia,"University of California, Riverside",Hispanic,Man,Assistant Professor,Physics,experimental nuclear physics,Yes,11,,,,,,,,
Miguel Arratia,"University of California, Riverside",Hispanic,Man,Assistant Professor,Physics,experimental nuclear physics,Match Detail,,Paulo Arratia,University of Pennsylvania,,Emory University,Physics,control,9/17/2024 0:00,Fall
Miguel Arratia,"University of California, Riverside",Hispanic,Man,Assistant Professor,Physics,experimental nuclear physics,Match Detail,,Miguel Arratia,"University of California, Riverside",latino,Florida State University,Physics,control,10/4/2024 0:00,Fall
Miguel Arratia,"University of California, Riverside",Hispanic,Man,Assistant Professor,Physics,experimental nuclear physics,Match Detail,,Paulo Arratia,University of Pennsylvania,,Georgia Institute of Technology,Physics,treatment,9/16/2024,Fall
Miguel Arratia,"University of California, Riverside",Hispanic,Man,Assistant Professor,Physics,experimental nuclear physics,Match Detail,,Miguel Arratia,"University of California, Riverside",latino,Rutgers University-New Brunswick,Physics,control,9/9/2024 0:00,Fall
Miguel Arratia,"University of California, Riverside",Hispanic,Man,Assistant Professor,Physics,experimental nuclear physics,Match Detail,,Miguel Arratia,"University of California, Riverside",latino,"University of California, Los Angeles",Physics,treatment,10/29/2024,Fall
Miguel Arratia,"University of California, Riverside",Hispanic,Man,Assistant Professor,Physics,experimental nuclear physics,Match Detail,,Miguel Arratia,"University of California, Riverside",latino,University of Colorado Boulder,Physics,control,1/15/2025,Spring
Miguel Arratia,"University of California, Riverside",Hispanic,Man,Assistant Professor,Physics,experimental nuclear physics,Match Detail,,Miguel Arratia,"University of California, Riverside",latino,University of Colorado Boulder,Physics,control,1/15/2025,Fall
Miguel Arratia,"University of California, Riverside",Hispanic,Man,Assistant Professor,Physics,experimental nuclear physics,Match Detail,,Miguel Arratia,"University of California, Riverside",latino,University of Houston,Physics,control,9/3/2024 0:00,Fall
Miguel Arratia,"University of California, Riverside",Hispanic,Man,Assistant Professor,Physics,experimental nuclear physics,Match Detail,,Miguel Arratia,"University of California, Riverside",latino,University of Illinois Chicago,Physics,treatment,10/2/2024 0:00,Fall
Miguel Arratia,"University of California, Riverside",Hispanic,Man,Assistant Professor,Physics,experimental nuclear physics,Match Detail,,Miguel Arratia,"University of California, Riverside",latino,University of Michigan,Physics,treatment,9/23/2024 0:00,Fall
Miguel Arratia,"University of California, Riverside",Hispanic,Man,Assistant Professor,Physics,experimental nuclear physics,Match Detail,,Miguel Arratia,"University of California, Riverside",latino,Yale University,Physics,treatment,8/22/2024 0:00,Fall
Julio Barreiro Guerrero,"University of California, San Diego",Hispanic,Man,Assistant Professor,Physics,quantum science with ultracold strontium,No,0,,,,,,,,
Clifford Johnson,"University of California, Santa Barbara",Black,Man,Professor,Physics,"quantum gravity, superstring theory",Yes,12,,,,,,,,
Clifford Johnson,"University of California, Santa Barbara",Black,Man,Professor,Physics,"quantum gravity, superstring theory",Match Detail,,Alex Johnson,Brandeis University,white,Brandeis University,Physics,treatment,11/18/2024,Fall
Clifford Johnson,"University of California, Santa Barbara",Black,Man,Professor,Physics,"quantum gravity, superstring theory",Match Detail,,Jeremy A. Johnson,Brigham Young University,white,New York University,Physics,treatment,9/10/2024 0:00,Fall
Clifford Johnson,"University of California, Santa Barbara",Black,Man,Professor,Physics,"quantum gravity, superstring theory",Match Detail,,Jeremy Johnson,Brigham Young University,white,New York University,Physics,treatment,9/10/2024 0:00,Fall
Clifford Johnson,"University of California, Santa Barbara",Black,Man,Professor,Physics,"quantum gravity, superstring theory",Match Detail,,Jeremy Johnson,Brigham Young University,white,New York University,Physics,treatment,9/10/2024 0:00,Fall
Clifford Johnson,"University of California, Santa Barbara",Black,Man,Professor,Physics,"quantum gravity, superstring theory",Match Detail,,Steve Johnson,North Carolina State University,white,North Carolina State University,Physics,control,9/23/2024 0:00,Fall
Clifford Johnson,"University of California, Santa Barbara",Black,Man,Professor,Physics,"quantum gravity, superstring theory",Match Detail,,Maria Gatu Johnson,Massachusetts Institute of Technology,black,Ohio University,Physics,treatment,10/25/2024,Fall
Clifford Johnson,"University of California, Santa Barbara",Black,Man,Professor,Physics,"quantum gravity, superstring theory",Match Detail,,Daniel Johnson,University of St. Andrews,white,Rice University,Physics,treatment,9/20/2024 0:00,Fall
Clifford Johnson,"University of California, Santa Barbara",Black,Man,Professor,Physics,"quantum gravity, superstring theory",Match Detail,,James Johnson,ORG: Carnegie Institution for Science,black,"University of California, Davis",Physics,control,5/1/2025,Fall
Clifford Johnson,"University of California, Santa Barbara",Black,Man,Professor,Physics,"quantum gravity, superstring theory",Match Detail,,James Johnson,ORG: Carnegie Institution for Science,black,"University of California, Davis",Physics,control,5/1/2025,Fall
Clifford Johnson,"University of California, Santa Barbara",Black,Man,Professor,Physics,"quantum gravity, superstring theory",Match Detail,,Erik Johnson,ORG: Audubon Society,white,University of Louisiana at Lafayette,Physics,treatment,3/19/2025,Fall
